id_planeta,nombre,coordenada_x,coordenada_y,tamano,tipo
1139,P-477,-753096.912,-144627.667,L,Líquido
1140,P-176,-678508.065,-349320.173,S,Sólido
1141,P-454,580907.234,678962.895,S,Rocoso
1142,P-256,501349.833,137724.122,S,Sólido
1143,P-960,581752.193,807201.28,XL,Sólido
1144,P-787,-677926.143,158294.131,S,Sólido
1145,P-944,-9793.22,-133682.642,L,Gas
1146,P-132,-326434.039,-864993.095,L,Sólido
1147,P-647,-861954.182,-263354.1,M,Sólido
1148,P-311,-73695.736,292793.544,S,Rocoso
1149,P-478,628245.672,341649.396,XL,Criogénico
1150,P-897,-904958.755,-365615.673,L,Sólido
1151,P-525,727472.595,-472946.0,L,Criogénico
1152,P-418,-244676.885,451491.336,S,Plasma
1153,P-895,-244570.742,-181027.752,M,Rocoso
1154,P-505,-192963.056,135954.745,L,Rocoso
1155,P-904,-478601.2,-978935.199,L,Sólido
1156,P-115,68789.168,583624.242,XL,Plasma
1157,P-367,787939.828,848984.336,L,Sólido
1158,P-837,463891.085,-173938.309,XL,Plasma
1159,P-767,709474.292,270649.682,S,Criogénico
1160,P-513,922822.255,-676430.916,XL,Gas
1161,P-865,116487.128,546653.741,XL,Sólido
1162,P-337,-126154.457,599029.115,XL,Líquido
1163,P-817,687526.572,-590683.142,L,Gas
1164,P-208,-332444.255,-370657.952,S,Criogénico
1165,P-754,-199501.813,396034.301,M,Líquido
1166,P-544,315251.264,130286.741,M,Gas
1167,P-935,153580.764,498677.54,L,Líquido
1168,P-459,594999.39,-839907.491,S,Rocoso
1169,P-522,556223.068,312902.559,S,Sólido
1170,P-583,-606748.663,35297.06,S,Gas
1171,P-809,-469976.995,891633.054,M,Sólido
1172,P-535,769075.225,-20496.999,M,Gas
1173,P-155,481724.216,423178.718,S,Criogénico
1174,P-463,828864.666,-709993.572,XL,Rocoso
1175,P-936,-309589.803,-135467.489,M,Sólido
1176,P-536,776708.744,287377.444,L,Gas
1177,P-365,-721533.084,878797.763,L,Sólido
1178,P-446,825746.511,853666.955,L,Plasma
1179,P-676,623622.239,87760.009,XL,Plasma
1180,P-762,-188328.938,697088.887,S,Criogénico
1181,P-635,-480244.327,-375240.72,S,Líquido
1182,P-706,167076.427,-3890.312,M,Gas
1183,P-802,-146981.189,-448523.827,L,Rocoso
1184,P-823,135309.578,-609897.244,M,Gas
1185,P-726,833940.661,-416294.286,S,Gas
1186,P-615,536022.496,799901.609,S,Líquido
1187,P-246,-450608.984,912830.262,M,Gas
1188,P-101,355746.398,-681452.866,M,Líquido
1189,P-554,-389328.688,-217334.005,L,Criogénico
1190,P-461,-781554.273,256098.511,XL,Rocoso
1191,P-913,-814652.138,-816517.799,M,Gas
1192,P-828,-131066.605,411989.005,L,Sólido
1193,P-275,-402682.925,745839.398,L,Criogénico
1194,P-186,-301981.144,573332.504,XL,Rocoso
1195,P-398,805894.598,861557.284,S,Gas
1196,P-569,523769.549,656651.936,S,Plasma
1197,P-477,-946861.931,794180.195,M,Líquido
1198,P-408,-741726.986,267589.175,S,Gas
1199,P-543,331541.189,-781019.892,S,Gas
1200,P-477,-660998.401,-594175.34,XL,Sólido
