id_mineral,nombre,simbolo_quimico,numero_atomico,masa_atomica
1471,Min-CNE,H,27,50.879
1472,Min-BXI,Nv,5,8.689
1473,Min-PBH,Hv,9,21.176
1474,Min-WAV,N,118,247.758
1475,Min-HDY,Ezc,48,111.374
1476,Min-SFU,Jiz,31,62.577
1477,Min-RSW,K,105,227.433
1478,Min-GHK,U,57,143.123
1479,Min-AND,P,112,205.645
1480,Min-FFA,Pim,98,170.787
1481,Min-IQU,Cve,36,81.063
1482,Min-XCO,K,13,29.86
1483,Min-NJT,Bvo,104,238.721
1484,Min-FJD,Ok,6,15.179
1485,Min-OZD,Ug,32,67.281
1486,Min-LFR,Por,15,35.452
1487,Min-BVJ,S,70,167.757
1488,Min-QEU,E,16,31.093
1489,Min-UBL,Ryp,112,275.558
1490,Min-QML,Ha,48,116.965
1491,Min-LJB,G,24,49.919
1492,Min-SLA,R,44,102.046
1493,Min-OAZ,B,9,19.459
1494,Min-QXF,B,30,54.714
1495,Min-ALL,Fp,67,142.31
1496,Min-NFX,Rf,112,287.183
1497,Min-RID,Qvd,117,240.276
1498,Min-EAT,Bs,109,264.436
1499,Min-NMI,B,10,22.808
1500,Min-ASO,U,86,149.142
1501,Min-HZR,W,109,252.278
1502,Min-YZL,Yav,87,180.487
1503,Min-CKS,D,6,13.764
1504,Min-DBL,Von,54,113.339
1505,Min-NQX,E,95,243.017
1506,Min-WDH,Pzf,98,202.141
1507,Min-HFQ,Rk,106,194.137
1508,Min-VGN,K,2,4.09
1509,Min-UME,N,113,209.257
1510,Min-BBF,Qu,90,210.858
1511,Min-IIT,Wg,57,143.519
1512,Min-QLI,Wwn,85,149.781
1513,Min-KFE,Jp,16,39.431
1514,Min-WHD,L,104,217.629
1515,Min-QBG,Ia,82,166.219
1516,Min-YFN,Lrk,40,98.576
1517,Min-QQE,L,25,51.319
1518,Min-XXE,Z,91,184.337
1519,Min-JVM,N,105,204.251
1520,Min-TTC,Gf,72,181.281
1521,Min-HPG,Sy,105,184.183
1522,Min-HSE,Oh,7,14.596
1523,Min-GQN,U,78,172.429
1524,Min-BJR,Zw,60,131.925
1525,Min-ZGB,Nof,5,12.817
1526,Min-UFW,H,94,203.701
1527,Min-ZEO,Q,67,134.512
1528,Min-BHI,Ow,50,112.455
1529,Min-OOH,Au,9,15.652
1530,Min-ITA,Zbi,92,228.237
1531,Min-UFR,Nj,4,8.958
1532,Min-NVX,C,88,177.832
1533,Min-FFA,Bs,21,47.921
1534,Min-ZNN,Vc,94,223.886
1535,Min-VDM,Qyj,32,62.818
1536,Min-JIT,K,91,209.186
1537,Min-QOE,Z,33,68.465
1538,Min-YNH,Yjk,42,84.957
1539,Min-JGS,Zw,109,249.851
1540,Min-ERF,Wv,94,210.187
1541,Min-ZRV,Pb,92,198.364
1542,Min-ETL,N,21,51.818
1543,Min-HKR,B,4,7.022
1544,Min-FAY,A,83,199.873
1545,Min-ELG,U,61,155.267
1546,Min-VKT,Ze,117,204.747
1547,Min-TOR,Klh,95,211.904
1548,Min-BYF,K,106,200.992
1549,Min-ZRK,Upl,40,100.206
1550,Min-MNB,X,54,124.045
1551,Min-IJY,Oj,23,45.956
1552,Min-RGG,Bn,18,43.405
1553,Min-BKS,Fv,2,4.931
1554,Min-RDF,Zoh,13,28.758
1555,Min-OGP,I,75,139.821
1556,Min-TPF,Afx,69,153.721
1557,Min-GPG,A,63,129.507
1558,Min-USX,V,78,171.106
1559,Min-HJX,Ptw,38,85.963
1560,Min-WWR,Wye,2,3.573
1561,Min-CRX,H,35,73.127
1562,Min-XKO,Zf,83,172.418
1563,Min-ESV,Mv,24,59.968
1564,Min-NVG,B,95,179.415
1565,Min-YEK,Zog,14,30.308
1566,Min-QXK,W,72,135.476
1567,Min-WMM,M,52,133.523
1568,Min-NHZ,F,8,20.559
1569,Min-ZZA,K,84,201.161
1570,Min-UMI,U,13,24.666
1571,Min-SMN,Gi,85,209.407
1572,Min-MRR,Krm,32,82.389
1573,Min-LGJ,W,25,44.342
1574,Min-XSR,Ifw,58,121.053
1575,Min-CLC,W,36,74.632
1576,Min-EPO,Geg,66,164.636
1577,Min-AHF,A,23,51.358
1578,Min-KWK,Nbl,40,70.285
1579,Min-RSM,O,49,92.356
1580,Min-KUR,Io,37,71.003
1581,Min-EGP,Bw,93,204.694
1582,Min-MRU,We,51,101.353
1583,Min-HOT,Hjr,111,221.573
1584,Min-OMX,Mj,2,3.548
1585,Min-XRD,L,108,187.124
1586,Min-WFP,Hl,77,159.488
1587,Min-FOG,Tth,4,7.72
1588,Min-ZHT,A,72,166.663
1589,Min-RFC,Wke,85,159.426
1590,Min-QMH,Pxs,12,22.134
1591,Min-MGT,Q,116,249.11
1592,Min-DQJ,Tg,71,155.359
1593,Min-OWC,Pvl,17,40.356
1594,Min-IPM,U,72,156.921
1595,Min-AFE,Cr,65,110.62
1596,Min-HVS,I,60,122.816
1597,Min-BWX,Q,93,196.182
1598,Min-GRM,Kg,3,6.273
1599,Min-NLC,Njp,79,158.886
1600,Min-NMB,Sk,80,200.358
1601,Min-OMG,Jo,83,200.87
1602,Min-PPK,Lr,74,143.361
1603,Min-NBN,P,117,200.764
1604,Min-SST,E,66,131.082
1605,Min-HAP,Tnl,47,109.85
1606,Min-TNY,Jl,93,228.328
1607,Min-CHG,F,99,245.335
1608,Min-DNE,Nlr,95,229.895
1609,Min-PMN,Oo,5,11.97
1610,Min-LEI,K,37,90.786
1611,Min-KBB,Meq,111,220.19
1612,Min-OQW,D,70,170.63
1613,Min-VEH,Xsn,112,280.744
1614,Min-XOR,W,118,258.65
1615,Min-RXI,Jw,102,192.549
1616,Min-BSX,Ofb,97,168.706
1617,Min-SRP,Xom,97,239.961
1618,Min-AOI,Moh,75,181.325
1619,Min-MHB,Ba,68,150.978
1620,Min-HJN,Wj,17,34.795
1621,Min-LYV,Pj,115,292.035
1622,Min-VZJ,V,39,99.341
1623,Min-CBX,Ik,37,91.246
1624,Min-BSB,F,35,61.736
1625,Min-ZON,P,41,84.695
1626,Min-ZIO,Wei,87,213.332
1627,Min-ATD,V,36,80.061
1628,Min-ZHV,Rj,116,300.477
1629,Min-ISG,Rbp,14,36.144
1630,Min-LNR,Tkf,24,50.394
1631,Min-EUQ,S,92,205.847
1632,Min-ZJS,Htl,95,219.513
1633,Min-TEM,U,14,34.945
1634,Min-CEM,Ub,97,167.057
1635,Min-KEJ,E,64,155.923
1636,Min-QMH,Ex,76,186.506
1637,Min-XNT,Cg,2,4.16
1638,Min-WVG,Dri,47,120.616
1639,Min-ZMJ,Soo,12,22.786
1640,Min-YKX,Pk,27,64.107
1641,Min-HFA,Hsj,55,96.057
1642,Min-IOA,R,73,160.408
1643,Min-QXB,H,4,9.334
1644,Min-GVV,E,72,143.386
1645,Min-TKV,Og,28,63.302
1646,Min-GOH,P,46,106.918
1647,Min-TAW,Rw,66,114.238
1648,Min-SZA,F,59,138.475
1649,Min-ROD,R,104,202.888
1650,Min-MJC,G,60,102.37
1651,Min-NMS,W,51,110.576
1652,Min-LXD,Zi,37,68.641
1653,Min-NTH,U,76,171.387
1654,Min-SPR,Ock,11,28.321
1655,Min-TBR,Bej,13,25.659
1656,Min-YEX,Sd,85,173.816
1657,Min-HQS,G,23,58.025
1658,Min-JTL,Yq,49,95.754
1659,Min-SNH,X,81,148.715
1660,Min-DRJ,H,63,147.086
1661,Min-RLD,Zrv,63,130.12
1662,Min-XKG,Hj,35,89.992
1663,Min-XDY,C,88,181.652
1664,Min-OIH,Iap,81,141.01
1665,Min-TUF,F,66,141.92
1666,Min-WVK,Hw,36,81.165
1667,Min-FFI,Qdc,21,54.152
1668,Min-BSK,Cm,90,212.689
1669,Min-KVG,U,78,142.25
1670,Min-IBX,Lk,87,192.389
1671,Min-VLN,C,21,39.886
1672,Min-GSW,Kl,95,214.616
1673,Min-QYP,Hkn,25,56.217
1674,Min-QAV,Vgf,79,161.17
1675,Min-PGF,T,56,103.474
1676,Min-LFL,A,11,25.204
1677,Min-DOI,Yqb,16,40.325
1678,Min-GOR,Dkk,104,204.812
1679,Min-NSY,Wz,22,52.943
1680,Min-AWO,O,81,163.264
1681,Min-GAV,Ewh,103,247.327
1682,Min-KXZ,K,39,67.918
1683,Min-EJL,Kg,56,120.197
1684,Min-RIB,Fiw,64,132.751
1685,Min-XYQ,X,60,131.338
1686,Min-QOT,A,60,106.141
1687,Min-GEO,Uzp,110,242.163
1688,Min-ZEB,O,108,190.782
1689,Min-NRU,Rq,109,264.667
1690,Min-FBO,Qiu,36,84.978
1691,Min-MOX,E,54,108.296
1692,Min-MRM,W,103,239.069
1693,Min-DWJ,C,10,23.209
1694,Min-VNU,B,30,74.055
1695,Min-YED,Jt,83,176.605
1696,Min-QCV,Ov,77,181.641
1697,Min-NAF,Uk,12,25.395
1698,Min-FJQ,S,36,64.669
1699,Min-FGO,Qxv,74,135.342
1700,Min-CCE,Reh,82,176.21
1701,Min-VTF,P,16,33.195
1702,Min-GVV,Jv,27,60.62
1703,Min-KVK,H,70,128.095
1704,Min-VNH,Ybf,39,88.275
1705,Min-ATX,K,110,231.885
1706,Min-OVJ,Sy,25,55.995
1707,Min-MMX,Lx,55,98.413
1708,Min-SQJ,U,4,6.902
1709,Min-QLC,Op,83,141.951
1710,Min-LLQ,Lb,104,206.31
1711,Min-QSR,A,38,82.061
1712,Min-PKZ,Gwy,32,66.058
1713,Min-EZR,E,116,220.857
1714,Min-NMF,G,114,208.254
1715,Min-JBW,K,50,107.49
1716,Min-DNC,Xp,64,159.319
1717,Min-RWT,Nwt,111,196.466
1718,Min-AZT,H,61,148.018
1719,Min-SVD,B,16,30.267
1720,Min-NLV,Y,30,68.113
1721,Min-TCC,L,105,262.744
1722,Min-WSN,Ak,22,55.004
1723,Min-LDU,D,76,170.155
1724,Min-XMJ,P,15,32.505
1725,Min-SQF,Yqi,55,119.319
1726,Min-CIU,Rpp,30,68.711
1727,Min-BUF,Lrd,79,172.359
1728,Min-XNF,Zoe,66,150.02
1729,Min-DBQ,Qdl,41,72.998
1730,Min-YGR,Bfx,47,97.733
1731,Min-LLW,L,39,89.92
1732,Min-IFA,Me,56,134.513
1733,Min-WRK,Od,2,3.552
1734,Min-ZKD,Q,5,9.737
1735,Min-COV,M,67,149.226
1736,Min-JHT,Rc,20,36.268
1737,Min-BUU,Lsy,12,30.38
1738,Min-RVC,Se,40,71.594
1739,Min-VMF,Jk,61,143.323
1740,Min-CZG,Q,42,74.444
1741,Min-BRE,P,83,168.758
1742,Min-SST,Xh,68,150.388
1743,Min-OIA,Xhw,10,18.058
1744,Min-MMH,Cq,70,180.078
1745,Min-HZE,A,74,161.976
1746,Min-EPT,J,18,45.956
1747,Min-OKI,Yfh,97,198.146
1748,Min-YXF,Iiz,11,25.069
1749,Min-FIT,Oj,104,210.953
1750,Min-ETM,Qfi,75,161.312
1751,Min-MVC,Bn,118,217.731
1752,Min-ZYA,Zl,48,101.043
1753,Min-XKF,Rd,32,68.208
1754,Min-YTL,I,39,85.032
1755,Min-HZK,Zqp,24,56.019
1756,Min-VTP,Rv,22,49.996
1757,Min-LGE,Csz,104,233.159
1758,Min-TZH,Kh,83,177.386
1759,Min-GTY,Y,14,24.738
1760,Min-DLN,G,116,299.677
1761,Min-KPZ,S,55,97.825
1762,Min-IDQ,Dn,86,213.146
1763,Min-POV,Dqq,41,75.537
1764,Min-EZK,Mk,117,262.016
1765,Min-CBR,Wb,58,142.628
1766,Min-CYL,Bfk,59,141.036
1767,Min-UCP,Vf,40,77.927
1768,Min-PLW,Llq,106,238.841
1769,Min-ZMZ,M,18,44.035
1770,Min-QCI,Moc,88,154.753
1771,Min-XTE,Nns,72,179.149
1772,Min-AHL,Yz,9,15.335
1773,Min-DCJ,Wg,3,6.684
1774,Min-YBQ,Bj,10,17.863
1775,Min-AKP,Kzj,97,223.867
1776,Min-NHA,En,64,134.004
1777,Min-RPO,Mmt,101,198.887
1778,Min-ZPN,Xs,40,79.344
1779,Min-JYE,Ne,98,244.32
1780,Min-OFQ,Wg,27,65.007
1781,Min-IYD,Pe,37,86.029
1782,Min-ONV,Wle,107,185.848
1783,Min-XEX,Ngu,82,150.081
1784,Min-AJP,Gvj,77,171.488
1785,Min-HHJ,Q,51,119.622
1786,Min-FYZ,M,91,222.008
1787,Min-ANU,Sjk,110,198.416
1788,Min-BOX,Ypf,16,37.648
1789,Min-VYP,Hky,112,280.62
1790,Min-GLM,Vsf,65,128.426
1791,Min-YCU,Kwa,12,27.143
1792,Min-QXE,Nr,78,142.323
1793,Min-ZCG,W,58,129.458
1794,Min-FFQ,Da,58,115.966
1795,Min-ORW,Wk,55,136.083
1796,Min-CPF,Ur,115,201.193
1797,Min-EYH,Mp,29,71.253
1798,Min-BOL,Lu,106,221.458
1799,Min-PFC,P,91,203.472
1800,Min-RWS,H,42,72.472
1801,Min-MBE,Wwb,115,201.899
1802,Min-MDT,Z,19,34.802
1803,Min-CCV,Ddp,91,221.243
1804,Min-JHN,Wn,108,224.922
1805,Min-YMA,N,96,193.438
1806,Min-IWL,S,41,82.179
1807,Min-MVS,Gj,30,55.773
1808,Min-DPR,K,52,105.963
1809,Min-YAR,Bna,4,9.208
1810,Min-BPO,Om,54,118.625
1811,Min-UJD,Pdx,65,115.173
1812,Min-GTC,V,35,70.402
1813,Min-IPT,Km,75,132.116
1814,Min-GAF,Gu,107,227.108
1815,Min-NMF,Awn,45,108.526
1816,Min-NBI,Zie,48,82.303
1817,Min-XYI,Rg,105,192.424
1818,Min-IVU,Tp,3,6.149
1819,Min-YAM,Hk,112,287.464
1820,Min-LMT,J,75,194.133
1821,Min-RQU,Bhi,45,102.662
1822,Min-QFM,Wm,60,111.216
1823,Min-OQH,Qu,43,87.461
1824,Min-IBA,K,44,103.191
1825,Min-JDA,B,21,47.888
1826,Min-GUR,Txj,44,98.479
1827,Min-USU,V,116,259.636
1828,Min-JRI,Jbu,114,227.106
1829,Min-RBU,Zwo,118,298.305
1830,Min-DCN,Xu,15,28.722
1831,Min-BPT,Kd,109,242.867
1832,Min-QYT,P,8,17.144
1833,Min-MDF,Xij,35,71.144
1834,Min-MLR,Si,79,160.402
1835,Min-WAV,Z,60,107.847
1836,Min-BKM,W,35,88.238
1837,Min-ZXG,O,26,55.106
1838,Min-LLR,Lz,110,244.116
1839,Min-MHJ,Zpm,83,183.737
1840,Min-OGT,Ai,1,2.379
1841,Min-VUQ,L,55,134.769
1842,Min-IIK,Nzz,77,149.358
1843,Min-KQZ,Kup,69,146.375
1844,Min-CRI,G,12,29.871
1845,Min-GVM,Huz,82,145.529
1846,Min-FIB,Lg,53,130.945
1847,Min-UTY,Pvz,95,204.418
1848,Min-RSW,W,102,244.222
1849,Min-CBR,Bqa,77,156.163
1850,Min-GLJ,Pt,80,162.36
1851,Min-QRX,Vs,109,197.255
1852,Min-FMU,Whs,41,91.877
1853,Min-KCF,U,35,64.053
1854,Min-ANP,U,101,214.574
1855,Min-MHA,Qx,95,204.967
1856,Min-IAP,Rky,92,208.142
1857,Min-UTD,S,58,103.668
1858,Min-JNS,Ze,107,201.343
1859,Min-PEG,Ia,116,238.43
1860,Min-FIJ,Oxq,87,151.607
1861,Min-PRB,H,67,150.371
1862,Min-XIB,Rpw,28,61.234
1863,Min-TAZ,Q,40,87.851
1864,Min-DJX,C,67,165.748
1865,Min-OAM,Lks,109,214.941
1866,Min-LFI,In,45,87.699
1867,Min-JWZ,Zv,81,178.936
1868,Min-CHT,Hvp,93,205.096
1869,Min-QDS,Zmp,101,181.682
1870,Min-JIY,Y,73,174.937
1871,Min-XZN,K,1,1.838
1872,Min-WXX,Y,76,142.197
1873,Min-HTX,S,104,241.715
1874,Min-XNS,B,109,206.949
1875,Min-VLH,Yj,74,139.429
1876,Min-BMT,K,76,154.506
1877,Min-KWT,Eai,115,251.259
1878,Min-TSI,Mx,72,139.585
1879,Min-UWQ,Fja,55,110.695
1880,Min-ULL,A,84,214.739
1881,Min-IUX,Trs,7,17.93
1882,Min-ZYR,M,92,173.652
1883,Min-GAD,Msd,95,226.999
1884,Min-KIB,O,103,183.041
1885,Min-ZKX,Bdg,27,70.184
1886,Min-KSX,H,28,71.943
1887,Min-SYV,Fo,104,260.932
1888,Min-YHU,Qzb,93,185.992
1889,Min-WAT,Jn,68,152.508
1890,Min-WPN,Guq,67,140.606
1891,Min-DZU,Ls,70,178.874
1892,Min-PPN,S,14,35.462
1893,Min-SOK,Np,48,82.681
1894,Min-AKZ,A,17,32.989
1895,Min-APR,S,76,176.514
1896,Min-IUC,Pji,69,133.267
1897,Min-HYC,Szw,31,70.018
1898,Min-DWR,W,83,164.989
1899,Min-JRL,R,20,46.95
1900,Min-OXH,Ogc,86,196.43
1901,Min-HMS,Vw,41,94.163
1902,Min-MTG,Xgc,40,92.808
1903,Min-ADN,En,77,168.231
1904,Min-TSW,G,18,46.521
1905,Min-VXM,A,52,101.466
1906,Min-OXC,Pm,65,146.47
1907,Min-UYD,Nmk,61,128.065
1908,Min-TCF,Fcg,77,165.341
1909,Min-JQZ,W,83,151.985
1910,Min-CIO,W,110,209.153
1911,Min-IJS,Nqt,58,112.775
1912,Min-SWE,Lvn,31,70.009
1913,Min-GEF,Z,13,22.69
1914,Min-ZQE,Uid,114,237.161
1915,Min-KNP,Sah,4,9.58
1916,Min-PIQ,L,10,18.532
1917,Min-ZCJ,Pk,5,12.939
1918,Min-QCU,V,42,105.909
1919,Min-IHR,Ww,7,15.861
1920,Min-BEJ,Ns,7,14.41
1921,Min-DIM,Sy,18,41.716
1922,Min-EAQ,Io,86,174.895
1923,Min-CWL,Bq,6,11.065
1924,Min-KGK,Zr,91,206.154
1925,Min-MYA,Nhk,54,118.798
1926,Min-TZF,T,98,171.135
1927,Min-UJZ,U,111,229.103
1928,Min-ZPD,N,24,57.089
1929,Min-HCW,Ftb,17,42.142
1930,Min-YMP,O,83,191.014
1931,Min-RLO,Nb,4,8.571
1932,Min-IQM,J,23,51.918
1933,Min-TFW,I,107,223.635
1934,Min-GNF,B,51,90.736
1935,Min-SNW,Qu,88,228.733
1936,Min-WAM,Sa,22,54.133
1937,Min-YBG,Qdy,12,24.42
1938,Min-IKO,Wgb,92,216.48
1939,Min-NFU,New,82,150.838
1940,Min-DPV,Uco,100,240.87
1941,Min-JLC,H,14,31.716
1942,Min-TPT,Q,48,124.438
1943,Min-HZL,Jbs,100,173.693
1944,Min-XFF,Xjt,22,54.489
1945,Min-VAI,Yx,97,239.33
1946,Min-EAR,Pja,15,35.36
1947,Min-GJN,Zfx,114,197.173
1948,Min-ITO,L,65,157.929
1949,Min-WYE,Th,96,222.277
1950,Min-MNM,X,99,190.394
1951,Min-GYZ,B,118,236.467
1952,Min-UMD,T,93,224.755
1953,Min-TMN,Ra,117,304.059
1954,Min-ROH,Oue,86,191.371
1955,Min-VUQ,B,30,75.82
1956,Min-PYB,F,57,135.547
1957,Min-VXP,D,40,83.186
1958,Min-MOR,Ftq,104,202.756
1959,Min-WJV,Q,8,20.658
1960,Min-UPC,G,98,171.624
1961,Min-JYY,Jh,83,149.796
1962,Min-VXN,Ngb,43,77.756
1963,Min-UWS,L,111,200.432
1964,Min-ZVK,Ig,98,216.963
1965,Min-RXK,Tnx,57,119.68
1966,Min-KGV,Od,48,119.591
1967,Min-SEK,H,78,176.192
1968,Min-UMA,Fm,87,199.932
1969,Min-DIB,Kk,118,230.353
1970,Min-VIU,Ia,16,32.074
1971,Min-GHM,Q,23,43.781
1972,Min-NFJ,G,66,143.585
1973,Min-GUD,Ulw,30,69.36
1974,Min-OXQ,H,45,88.134
1975,Min-YFU,X,101,247.209
1976,Min-YWG,Ogb,91,175.033
1977,Min-QYM,K,107,275.976
1978,Min-MYM,Fn,31,59.092
1979,Min-GVI,Ikq,75,186.617
1980,Min-REV,F,34,74.877
1981,Min-YZJ,X,58,148.21
1982,Min-WTA,Jeo,44,80.176
1983,Min-RAM,Hh,94,227.283
1984,Min-FBE,Zs,46,113.272
1985,Min-XUR,Ch,70,181.726
1986,Min-IEC,Pz,33,67.844
1987,Min-XQX,Zux,58,133.808
1988,Min-CAC,Ti,17,29.871
1989,Min-ELU,Mj,65,138.01
1990,Min-LAF,R,53,133.286
1991,Min-CHR,She,69,150.802
1992,Min-XZQ,L,111,232.273
1993,Min-LUG,Jki,27,58.261
1994,Min-IAO,L,4,7.18
1995,Min-GHZ,Fm,9,15.66
1996,Min-PEK,R,117,284.54
1997,Min-YJP,Y,44,96.434
1998,Min-PID,Zcj,25,47.855
1999,Min-PST,Rts,102,250.62
2000,Min-HYS,Cfx,107,198.833
