id_planeta,id_mineral,cantidad_disponible,pureza
602,1457,33326.028,0.417
603,1276,369090.202,0.689
603,886,817285.161,0.44
603,1157,426738.042,0.638
603,286,768763.778,0.206
604,1463,678545.491,0.822
604,1223,224964.528,0.919
605,1496,79325.118,0.539
606,1978,412806.934,0.716
607,1748,396820.415,0.576
607,922,736825.458,0.854
607,1752,587967.626,0.214
607,1114,830720.436,0.815
607,1210,413633.789,0.875
607,1350,143652.034,0.522
608,1781,449238.913,0.307
608,262,564284.903,0.86
608,754,87942.423,0.44
608,1166,285456.921,0.724
609,735,664030.848,0.551
609,333,633702.245,0.582
610,1130,460528.883,0.335
610,479,736037.436,0.514
611,1163,477492.569,0.646
611,1649,880686.915,0.987
611,52,626344.198,0.787
611,411,74076.49,0.181
611,427,90294.641,0.702
612,292,471262.586,0.856
613,725,43583.878,0.878
613,1510,87963.959,0.691
614,1088,55373.972,0.625
615,1184,553183.478,0.467
615,1069,821082.398,0.196
615,356,595975.171,0.494
615,185,470993.164,0.393
615,268,93652.635,0.436
616,222,840509.715,0.174
616,1933,181163.081,0.266
616,1183,565608.148,0.868
616,937,636922.521,0.69
617,572,287465.486,0.795
617,180,398627.437,0.29
617,1715,172284.268,0.265
617,315,898873.094,0.431
618,1759,743494.611,0.653
618,519,944823.297,0.364
618,1135,437142.557,0.089
619,573,84744.999,0.317
619,1653,906072.631,0.695
619,663,721289.215,0.376
620,524,950106.281,0.797
620,715,29686.913,0.463
620,1840,690050.165,0.475
621,525,804909.474,0.638
621,1434,569034.48,0.362
621,906,424924.628,0.167
621,1499,943647.6,0.073
621,468,779463.088,0.846
621,1311,414238.032,0.05
622,304,381807.123,0.974
622,75,533028.961,0.768
623,1550,527841.262,0.92
623,178,174003.469,0.313
623,410,354215.321,0.631
623,355,40200.464,0.528
623,997,173731.309,0.574
623,377,875106.659,0.137
624,1100,430237.146,0.568
624,1979,889076.278,0.858
624,1014,232917.27,0.202
625,1563,799909.905,0.596
625,623,116778.763,0.801
625,1130,33086.563,0.676
625,1608,139463.028,0.377
626,873,999330.492,0.41
626,311,642533.726,0.908
626,375,344786.393,0.846
626,1094,461435.263,0.123
626,1364,50157.418,0.46
626,1659,8480.844,0.584
627,435,321956.019,0.078
627,228,824078.694,0.482
627,1814,104251.427,0.2
627,1496,379485.683,0.858
627,901,969226.553,0.553
627,1821,436649.288,0.94
628,566,541752.668,0.059
628,408,7114.505,0.809
628,1953,461028.405,0.218
628,932,512993.575,0.31
628,1999,428722.409,0.322
628,1732,503595.037,0.821
629,1863,316681.215,0.217
629,1106,709485.321,0.802
629,1325,593661.429,0.835
630,938,696083.847,0.985
630,1051,590466.86,0.952
631,132,946233.75,0.139
631,943,358799.342,0.221
631,898,583635.797,0.09
631,1275,997091.813,0.525
631,359,966056.049,0.892
632,593,294940.393,0.113
632,1630,618271.764,0.186
632,196,586169.656,0.082
633,154,663175.41,0.357
633,1879,417690.532,0.889
633,1013,276859.653,0.146
634,1158,253007.3,0.73
635,1565,126551.848,0.294
635,384,349548.431,0.702
636,197,815676.918,0.535
636,813,120565.513,0.802
636,1404,640906.558,0.531
636,748,533100.475,0.782
636,480,432539.337,0.695
637,1641,307649.84,0.288
637,154,170960.067,0.754
637,672,538444.761,0.527
637,88,176462.144,0.052
637,666,153719.146,0.88
638,1877,351220.28,0.569
639,1730,35318.38,0.896
639,389,14428.456,0.122
639,1135,447714.759,0.916
640,1947,236395.678,0.927
640,1279,711650.733,0.577
640,387,495036.133,0.462
641,1994,232133.641,0.148
641,853,101449.303,0.28
641,1282,132881.777,0.147
641,1321,548736.826,0.337
641,1605,468845.818,0.176
641,1289,695817.56,0.433
642,896,661388.808,0.764
642,1296,337912.984,0.092
642,1443,487036.616,0.795
642,1165,153669.217,0.629
643,329,52054.922,0.799
643,704,803695.033,0.09
643,927,350589.341,0.285
643,441,855087.383,0.445
643,1787,251930.486,0.667
643,1907,889135.419,0.114
644,456,710355.431,0.494
644,773,746974.419,0.802
644,1611,709427.209,0.545
644,309,600515.56,0.223
644,1171,473097.403,0.166
644,240,526317.102,0.506
645,1074,293711.412,0.825
645,263,341160.901,0.871
645,879,603455.503,0.698
645,862,773855.647,0.965
645,603,923375.403,0.699
646,311,436897.607,0.699
646,1522,516069.029,0.541
647,1275,501535.147,0.385
647,1843,278363.85,0.176
647,1654,115659.891,0.982
647,227,266988.032,0.806
648,1925,976130.51,0.9
648,1515,5017.353,0.722
648,1235,159530.099,0.858
648,517,327198.898,0.312
649,1537,198191.568,0.125
649,601,664458.977,0.072
650,625,133758.671,0.423
650,703,214468.014,0.629
651,1174,973168.424,0.878
651,986,539926.929,0.087
651,396,793698.592,0.955
651,1448,550297.809,0.673
652,48,361645.153,0.138
652,393,224012.954,0.66
653,850,966304.804,0.446
653,673,203539.814,0.347
653,667,886257.42,0.614
654,1962,933255.66,0.689
654,1678,101874.611,0.708
654,899,141848.237,0.159
654,1225,779453.622,0.818
654,1645,320689.451,0.335
655,1935,496123.413,0.448
655,626,141117.527,0.473
656,1616,209886.893,0.944
656,1163,566907.677,0.826
656,356,890394.797,0.183
657,1668,521236.192,0.124
657,167,780652.887,0.981
657,1053,760241.45,0.21
657,1220,878049.687,0.519
658,1677,885018.943,0.811
659,1589,625257.452,0.277
659,1739,235047.729,0.307
659,1539,237915.54,0.399
659,495,398567.656,0.491
660,341,212030.884,0.305
660,1980,160523.963,0.555
660,141,376350.564,0.975
660,909,391702.515,0.121
661,22,122438.135,0.348
661,1164,904819.3,0.862
662,1633,487660.451,0.73
662,1163,733451.957,0.566
662,1547,714779.846,0.241
662,885,772038.572,0.955
663,855,40559.418,0.888
663,1391,911150.064,0.481
663,483,587910.194,0.411
663,772,662827.231,0.737
664,1458,463753.94,0.687
665,242,381090.148,0.184
665,1808,654903.482,0.976
665,982,787822.418,0.493
665,959,542625.573,0.26
666,1317,356535.263,0.252
666,1810,690475.677,0.758
666,1547,45692.584,0.86
667,1892,425101.068,0.744
667,244,831898.751,0.356
667,1400,828841.698,0.942
667,723,789609.543,0.507
667,1161,705715.951,0.646
668,1576,107788.861,0.52
668,371,212604.65,0.847
668,63,900543.263,0.544
668,1191,272651.447,0.892
668,276,848968.912,0.936
668,185,940788.368,0.456
669,369,743410.913,0.814
670,864,334228.045,0.111
670,272,780681.497,0.955
670,976,401657.555,0.84
671,1828,809533.102,0.579
671,1646,831018.108,0.281
671,730,235208.814,0.337
671,985,222554.804,0.634
671,1644,536641.512,0.391
671,1970,12546.294,0.976
672,699,726878.473,0.907
672,1856,773921.738,0.509
672,1498,559901.343,0.96
672,958,624362.539,0.543
672,1484,323827.188,0.641
672,448,291920.331,0.751
673,1409,820963.416,0.372
673,1849,4143.339,0.772
673,190,639991.283,0.933
673,1003,528443.888,0.879
674,1706,988098.424,0.571
674,309,589554.807,0.792
674,402,37969.303,0.942
675,328,120640.162,0.31
675,377,240970.244,0.138
675,345,852398.235,0.639
675,1571,56513.603,0.57
675,1600,556352.063,0.849
675,1568,931977.465,0.057
676,1034,409403.032,0.741
676,317,640240.329,0.868
676,1658,583326.263,0.825
677,1211,426272.201,0.069
677,1122,816673.359,0.887
677,168,852184.911,0.231
677,110,552514.037,0.692
677,1230,454101.092,0.298
678,580,164983.024,0.617
678,1000,491469.561,0.579
678,171,777909.341,0.137
679,1540,421376.187,0.966
679,829,744327.783,0.973
679,1733,126110.565,0.599
679,837,192537.061,0.462
680,626,263933.741,0.563
680,1516,681076.474,0.111
680,1354,403033.159,0.103
680,668,233280.336,0.503
680,1097,726986.777,0.876
681,1855,110673.423,0.082
682,1916,871986.417,0.099
683,868,248648.677,0.327
683,374,947835.187,0.554
683,668,151182.805,0.497
683,1290,450589.799,0.927
684,1737,438725.928,0.526
685,626,822650.909,0.185
686,880,115871.91,0.73
686,920,571799.929,0.26
686,200,897529.521,0.36
686,240,691251.787,0.841
686,1054,579030.559,0.193
687,659,705402.194,0.986
687,620,289129.702,0.942
687,922,603617.921,0.553
687,1899,328922.116,0.8
688,542,221755.002,0.918
688,1352,438053.834,0.949
688,870,528523.18,0.77
689,1753,418620.799,0.953
689,567,299577.931,0.31
689,1521,195987.801,0.866
689,1235,406534.832,0.676
689,20,9664.0,0.984
689,179,335642.075,0.941
690,187,101601.679,0.892
690,1438,464721.192,0.491
691,375,315589.694,0.218
691,1804,299555.604,0.211
691,1545,8878.241,0.253
691,266,273254.657,0.733
691,547,537688.064,0.968
692,1245,293562.626,0.937
692,1702,992978.891,0.578
692,1061,724170.523,0.145
692,1045,292847.524,0.839
693,164,43540.792,0.583
693,1924,653572.969,0.701
693,1163,41895.036,0.487
694,1053,339155.635,0.141
694,1649,444366.296,0.592
694,1107,259168.497,0.743
694,1280,59033.94,0.571
695,390,263009.309,0.845
695,905,545272.963,0.542
696,300,707087.951,0.856
696,656,951370.853,0.929
696,1819,134109.958,0.163
697,1994,785826.804,0.146
697,581,451620.571,0.365
697,689,473443.949,0.428
697,1160,916715.402,0.24
697,871,285485.717,0.958
697,219,258671.692,0.407
698,880,18004.723,0.347
698,1027,308962.125,0.369
698,195,23646.433,0.849
698,1903,759045.832,0.787
698,565,303575.403,0.435
699,192,128393.207,0.338
699,94,688329.085,0.103
699,1356,227819.93,0.069
699,1445,471071.009,0.39
700,1522,609416.308,0.865
700,1646,684872.287,0.649
700,1541,209220.653,0.388
700,1794,563994.947,0.708
700,54,959275.546,0.525
701,1200,918057.289,0.519
702,22,847214.183,0.721
702,1606,245095.459,0.901
702,928,794516.59,0.893
702,498,186331.277,0.425
702,1477,960451.526,0.653
703,1430,583338.47,0.526
704,1695,836025.324,0.798
704,141,515663.921,0.58
704,594,842819.022,0.473
704,127,773674.296,0.403
704,1351,478345.262,0.631
705,614,864617.575,0.875
706,1055,997739.438,0.29
707,940,707077.074,0.28
707,1398,387860.793,0.161
707,944,15029.562,0.065
708,388,104697.387,0.769
708,1484,869386.775,0.142
708,1324,909311.563,0.721
708,18,736844.813,0.542
708,1024,732176.157,0.884
709,901,832902.368,0.423
709,1299,636445.113,0.608
710,1911,309909.029,0.121
710,169,529338.797,0.18
710,1254,826947.689,0.844
710,255,544512.915,0.515
710,581,414159.329,0.244
710,416,185415.806,0.472
711,536,385008.044,0.573
711,418,791901.532,0.556
711,777,880286.736,0.456
711,459,142714.129,0.403
711,1964,160341.702,0.213
712,787,351178.862,0.943
712,1157,699806.206,0.359
713,1823,667682.047,0.352
713,463,893122.391,0.962
713,792,55147.152,0.759
713,539,960881.022,0.154
713,30,697303.671,0.248
714,674,221311.013,0.097
714,121,15473.594,0.919
714,921,975220.273,0.561
715,1959,951804.185,0.154
715,751,778430.092,0.983
715,770,873255.072,0.342
715,107,332018.621,0.436
715,567,99388.318,0.742
716,52,183033.915,0.193
716,1192,687578.395,0.964
716,1959,172997.451,0.63
716,518,822673.782,0.374
716,1905,883852.477,0.393
716,713,401774.033,0.288
717,434,980363.992,0.177
717,414,310905.666,0.33
717,1405,971948.48,0.673
717,55,409599.186,0.057
717,272,941203.098,0.56
717,16,227298.615,0.279
718,1999,386850.545,0.106
719,1184,528045.368,0.699
719,363,934627.203,0.663
719,824,451366.342,0.735
719,589,852687.571,0.573
719,1384,242797.27,0.795
720,1498,541030.896,0.772
720,494,916804.513,0.051
720,1292,51554.508,0.074
720,1287,651708.05,0.632
721,1461,63751.57,0.069
721,1870,428562.655,0.958
721,322,351229.262,0.773
721,652,635823.113,0.89
721,1780,907763.115,0.123
721,1174,881106.46,0.169
722,1975,945847.474,0.146
722,1783,398744.567,0.673
722,1340,687541.03,0.157
722,1413,225412.098,0.096
722,1539,704108.923,0.295
722,1916,122427.121,0.406
723,990,127094.863,0.977
724,1075,847743.254,0.811
724,288,415583.827,0.217
724,1740,324870.903,0.814
725,1739,85389.838,0.169
725,1654,473474.998,0.406
725,1470,596447.271,0.985
725,1503,856266.608,0.336
725,999,367992.677,0.83
726,1082,582747.408,0.162
726,893,978820.929,0.95
726,275,202250.75,0.096
726,1514,909289.049,0.951
726,992,438286.174,0.459
726,631,740720.69,0.198
727,654,724367.884,0.649
727,435,505783.384,0.494
727,54,304079.101,0.858
727,952,565037.607,0.984
727,632,212599.114,0.167
728,1041,817566.001,0.352
728,297,670630.972,0.249
729,1342,607341.326,0.774
729,1715,384088.129,0.642
729,989,934216.921,0.6
729,1735,158115.277,0.933
729,872,650104.914,0.563
729,1389,586003.292,0.972
730,1306,376029.894,0.341
730,1933,308078.323,0.962
730,1899,304282.237,0.278
730,1230,569887.138,0.442
730,1818,452020.954,0.085
731,1385,410549.853,0.974
731,538,939059.747,0.434
732,909,107248.137,0.184
732,22,561761.771,0.513
733,502,415304.122,0.969
733,1398,691816.209,0.108
733,1594,592092.781,0.628
733,1934,354264.794,0.175
734,428,373040.933,0.937
734,1025,701944.667,0.581
734,1739,383977.676,0.583
735,616,846353.795,0.423
735,832,314491.8,0.472
735,187,70713.838,0.988
736,1620,355464.513,0.435
736,91,748770.083,0.683
737,979,407349.026,0.534
737,1016,362986.007,0.773
737,1559,895890.754,0.706
737,525,888118.336,0.255
737,198,666487.022,0.398
738,218,873077.022,0.187
738,623,421234.278,0.224
739,1096,828746.024,0.847
739,859,462398.984,0.989
739,1381,563135.23,0.435
740,1619,17336.497,0.465
740,1765,240490.611,0.509
740,443,745351.052,0.748
740,1188,472214.405,0.273
740,1275,675320.985,0.42
741,1600,594342.673,0.494
742,207,960159.517,0.88
742,587,30739.913,0.247
743,54,527767.831,0.7
744,750,5479.88,0.269
744,1236,1450.476,0.695
744,419,751763.302,0.775
744,1002,541541.987,0.575
744,1755,583799.083,0.967
745,1297,709857.73,0.441
745,1318,129085.895,0.833
745,1634,995311.654,0.467
745,1948,803263.766,0.573
746,1483,17733.959,0.079
746,13,449728.598,0.979
746,1556,870181.129,0.701
746,1294,91131.67,0.132
746,1960,310543.905,0.738
746,443,964449.467,0.133
747,1455,895639.162,0.402
748,1148,474236.541,0.49
748,106,463294.07,0.881
748,21,307920.76,0.261
748,1135,837951.168,0.752
749,1815,262307.653,0.761
749,120,296620.165,0.293
750,62,442190.959,0.54
750,1756,941315.377,0.912
750,1668,112861.477,0.21
750,679,749483.092,0.531
750,707,658926.57,0.369
751,211,247356.272,0.463
752,665,951996.045,0.491
752,1604,545117.094,0.945
753,927,232492.039,0.072
753,500,940759.436,0.059
753,462,93541.79,0.305
753,1415,674171.16,0.191
753,268,832335.852,0.628
753,924,374462.299,0.073
754,1609,890241.028,0.067
754,865,672514.45,0.849
755,1232,712151.184,0.61
755,705,985140.749,0.716
755,997,725958.92,0.665
755,346,321515.647,0.854
755,1952,944195.808,0.928
756,253,592672.719,0.863
756,205,199362.943,0.73
756,1388,342289.983,0.66
756,1187,62402.913,0.898
756,928,261485.438,0.336
756,348,997651.654,0.118
757,1004,62012.21,0.321
757,769,733510.594,0.886
757,780,139812.714,0.339
757,1905,770767.424,0.568
758,1749,996148.418,0.426
758,1439,585393.409,0.685
758,1618,551697.63,0.582
758,386,256902.347,0.491
758,1514,342602.862,0.393
758,1599,968858.761,0.907
759,1391,690481.762,0.138
759,1873,287047.553,0.336
759,590,175417.462,0.556
759,423,811294.807,0.849
760,616,499331.044,0.772
760,1607,365686.129,0.66
761,884,712173.583,0.287
761,233,350817.947,0.903
761,1808,899561.082,0.114
761,1471,402890.911,0.546
761,1226,931115.859,0.851
762,781,916218.449,0.545
762,397,446543.155,0.537
763,553,826489.179,0.817
763,1125,295903.415,0.205
764,166,24180.444,0.378
764,803,688582.039,0.199
764,283,528035.088,0.394
764,1075,712952.828,0.346
765,92,457248.41,0.23
765,1856,116672.804,0.616
765,1010,285330.192,0.972
765,1334,27829.912,0.461
765,1205,11683.44,0.152
765,914,808276.626,0.988
766,1799,329767.345,0.088
767,1103,719182.172,0.569
767,139,360010.466,0.802
768,760,733152.389,0.925
768,1140,313662.145,0.903
768,1575,255902.545,0.911
768,451,113899.422,0.441
769,1999,891533.523,0.291
769,1161,110065.998,0.821
769,1326,36325.176,0.451
769,1689,453929.295,0.253
769,1527,539481.403,0.519
769,385,490396.906,0.122
770,905,872916.172,0.895
770,1271,480998.238,0.182
771,1476,255787.782,0.106
771,417,555363.382,0.859
772,1007,152588.914,0.592
772,1026,261034.121,0.361
772,1894,965149.661,0.186
772,1276,190981.499,0.284
772,348,636662.131,0.831
772,1747,243235.576,0.986
773,1433,110243.418,0.448
773,1346,880301.287,0.402
773,145,486818.278,0.254
774,470,238218.052,0.276
774,909,967699.297,0.49
774,277,646489.9,0.281
775,1717,137328.156,0.597
775,1795,137618.203,0.541
775,78,557878.036,0.741
776,402,579362.441,0.751
777,658,377720.792,0.38
777,1594,81488.822,0.223
777,1305,562735.154,0.712
777,176,401350.428,0.751
778,1692,414951.227,0.485
778,103,659807.11,0.49
778,841,13857.032,0.412
778,1421,930525.659,0.401
779,717,115782.48,0.747
780,498,391951.858,0.55
781,1515,335773.607,0.872
781,1926,965321.945,0.981
781,468,597332.953,0.736
782,764,274529.93,0.681
782,1995,608949.878,0.742
782,1207,674537.2,0.314
782,932,152605.861,0.483
783,1589,524390.273,0.311
783,1781,335562.036,0.802
783,199,438820.027,0.865
783,1567,819363.205,0.883
783,1182,892629.854,0.526
784,1918,764650.313,0.395
784,1445,688416.042,0.835
784,1175,211706.663,0.621
784,1399,928932.219,0.563
785,465,257704.543,0.154
785,1906,399924.184,0.381
786,46,474988.473,0.747
786,1277,480135.719,0.176
786,1262,931928.977,0.22
786,1834,100148.245,0.392
786,1460,150331.277,0.916
786,1987,843254.554,0.182
787,425,35001.119,0.674
788,1585,789234.307,0.281
788,560,371723.763,0.709
788,1844,400953.775,0.716
788,1848,809510.537,0.609
789,943,836266.124,0.311
789,114,186670.683,0.24
790,1266,296511.924,0.088
791,758,324981.087,0.563
791,1801,914171.076,0.144
791,425,586826.016,0.847
791,1186,39671.092,0.495
792,1177,117457.475,0.791
792,217,76285.239,0.54
793,1765,13459.703,0.612
793,1142,969195.623,0.79
794,1077,591395.103,0.38
794,1310,858643.515,0.079
794,390,379753.413,0.206
794,432,920225.38,0.477
794,1494,413301.243,0.499
794,990,858014.923,0.264
795,774,754611.298,0.594
795,1992,751845.359,0.501
795,293,28490.552,0.157
796,857,578105.562,0.938
796,74,434277.719,0.061
796,851,739298.923,0.572
796,1140,158891.674,0.446
796,1317,729643.343,0.752
797,1049,711673.446,0.385
797,782,634771.305,0.37
797,1705,682376.53,0.136
797,350,710748.532,0.193
798,380,606115.845,0.213
798,896,839221.214,0.441
798,585,765822.04,0.11
799,552,734291.581,0.457
799,187,465625.632,0.069
800,319,789309.708,0.359
800,831,98968.491,0.471
801,336,631653.25,0.917
801,1312,364566.752,0.921
801,140,343942.03,0.119
801,1480,654341.443,0.935
802,613,24697.544,0.079
803,1088,235327.658,0.695
803,1355,12790.674,0.544
803,833,297351.796,0.641
803,1001,452353.713,0.553
804,99,717036.576,0.518
804,1274,511281.53,0.904
804,9,544382.876,0.249
805,513,120944.421,0.697
806,1203,484052.699,0.456
807,1655,224090.143,0.177
808,1167,74504.815,0.064
808,1044,900561.491,0.79
808,510,277149.554,0.174
808,495,901646.127,0.417
809,10,35540.586,0.19
809,1487,226073.672,0.603
809,1599,557576.24,0.952
809,221,85778.511,0.068
809,780,556090.555,0.179
809,1327,121549.688,0.194
810,1399,343213.114,0.608
810,747,253829.708,0.157
810,1892,808601.655,0.535
810,807,928681.626,0.692
811,1119,996180.053,0.799
811,222,30471.437,0.96
812,55,451300.952,0.266
813,1985,179052.453,0.821
813,1071,978250.313,0.173
813,1988,154571.098,0.248
813,1029,511301.189,0.518
814,1669,391979.226,0.694
814,1071,814814.94,0.122
814,549,782306.362,0.541
814,1173,210678.441,0.589
814,778,483775.687,0.756
814,1579,148425.187,0.65
815,51,653450.749,0.196
816,574,93444.888,0.138
816,1915,960486.96,0.486
816,1335,305824.788,0.812
816,1396,571013.638,0.881
817,538,639717.555,0.454
817,1827,792229.581,0.587
817,1857,985708.271,0.861
817,604,487991.258,0.925
818,1407,865276.444,0.325
818,1398,557928.49,0.627
818,1946,942578.318,0.507
818,921,342474.358,0.676
818,446,817922.335,0.437
818,1448,130882.707,0.573
819,849,694099.298,0.186
819,1352,861179.49,0.687
819,1719,632883.945,0.365
819,817,136617.051,0.747
820,1939,668967.673,0.274
821,745,751317.745,0.44
821,1408,249561.261,0.365
822,1641,391117.447,0.623
822,1097,499019.369,0.714
823,1220,553387.499,0.19
823,978,915567.314,0.895
823,261,492395.764,0.988
823,1380,572684.544,0.363
824,764,612057.067,0.757
824,906,632365.486,0.932
824,410,192021.121,0.137
825,148,951701.636,0.882
825,1211,326124.359,0.858
825,681,212743.633,0.187
825,1484,989958.891,0.938
826,799,926216.666,0.84
826,366,165039.292,0.709
826,1564,784969.465,0.059
826,312,577259.376,0.883
827,1238,65199.001,0.162
827,1091,355280.046,0.723
828,52,143197.556,0.682
828,1991,996179.266,0.753
829,1663,457390.311,0.436
829,335,114195.6,0.702
830,318,861106.163,0.483
830,1403,432575.53,0.745
831,1889,701135.074,0.382
831,1255,286107.242,0.428
831,516,712905.13,0.868
832,1542,819103.306,0.219
832,1093,256262.266,0.682
833,595,106355.537,0.956
833,1919,728562.086,0.329
834,899,873749.524,0.803
835,722,465841.24,0.369
835,1278,831386.048,0.521
835,660,59284.924,0.449
835,1831,719939.511,0.364
835,1104,10004.138,0.935
836,1923,373097.402,0.162
836,421,801957.407,0.861
836,1763,734922.438,0.213
836,873,484311.934,0.248
836,249,699671.187,0.358
836,1329,567366.356,0.776
837,1993,502509.957,0.459
837,1582,226226.531,0.371
837,1136,747292.371,0.056
837,1675,180949.742,0.768
837,1288,592689.415,0.215
837,69,304348.458,0.637
838,1329,73653.32,0.301
838,182,445583.369,0.374
839,1827,805535.937,0.805
839,1946,147618.299,0.068
839,1863,282606.707,0.339
839,41,269717.085,0.111
839,1091,329944.417,0.714
840,1127,597797.646,0.401
840,854,316651.0,0.368
840,1737,942425.602,0.587
840,944,516772.529,0.219
840,1955,82288.171,0.168
841,1966,600015.143,0.43
841,677,454010.504,0.702
841,236,159720.286,0.914
841,449,993826.439,0.534
841,1611,766973.161,0.676
841,128,975993.497,0.21
842,563,306209.675,0.192
842,1622,149815.211,0.585
842,1409,375030.278,0.748
842,608,77966.014,0.345
842,1572,719098.357,0.697
842,349,444173.249,0.341
843,372,292159.016,0.706
843,578,323550.991,0.623
843,535,79211.205,0.83
843,376,555502.571,0.653
844,262,297048.202,0.215
844,1709,32595.305,0.383
844,1913,398955.391,0.086
844,255,769816.683,0.386
845,1364,763199.863,0.144
845,788,103521.691,0.287
845,919,909765.632,0.934
845,797,703090.619,0.487
845,438,209799.437,0.222
846,1902,699812.402,0.932
847,197,64147.449,0.821
847,162,848642.189,0.96
847,1495,210594.449,0.983
847,1999,402610.184,0.44
847,1077,237705.192,0.808
848,1138,979329.28,0.959
848,459,215070.787,0.114
848,771,454594.964,0.36
848,1485,347900.003,0.936
848,24,824020.904,0.821
848,462,630181.124,0.844
849,1801,548040.08,0.059
849,765,20586.912,0.212
849,1222,82793.481,0.888
849,1417,910093.421,0.209
849,413,707988.277,0.846
849,955,303202.522,0.2
850,898,45871.776,0.491
850,1959,109792.963,0.449
850,441,673196.541,0.887
850,382,995349.167,0.12
850,285,133894.438,0.497
851,845,723512.266,0.132
851,1658,242776.918,0.493
851,603,909140.91,0.591
851,919,69101.342,0.7
852,1548,140489.612,0.648
852,965,54358.196,0.816
852,746,489858.294,0.419
852,377,276767.622,0.863
852,1324,3847.427,0.861
853,1523,771209.889,0.313
853,113,466343.205,0.276
854,577,101859.29,0.628
854,986,745857.727,0.245
854,265,272205.949,0.805
855,1600,830924.125,0.628
855,1979,582192.1,0.969
855,1587,231979.754,0.811
856,1081,257476.534,0.251
856,233,104623.327,0.16
856,1614,746014.995,0.123
856,597,256808.52,0.899
856,274,368267.764,0.32
856,1954,183151.871,0.075
857,1686,176961.439,0.422
857,1074,216278.618,0.667
857,11,338238.78,0.665
857,40,732833.545,0.2
857,695,163824.183,0.689
857,1572,122885.159,0.44
858,671,980179.02,0.578
858,1650,588358.373,0.284
858,1506,690326.792,0.517
858,989,729288.576,0.742
858,1746,163512.431,0.129
858,1549,463703.37,0.604
859,589,163946.53,0.662
859,1706,870530.371,0.261
860,342,714745.868,0.595
860,423,883002.196,0.095
860,1786,449824.37,0.799
860,201,295998.374,0.632
860,361,658628.948,0.93
860,1021,954240.378,0.072
861,572,895726.312,0.387
861,1223,925669.247,0.827
861,1741,114474.437,0.118
861,591,521705.385,0.315
862,1014,408779.485,0.835
862,1528,957996.404,0.691
862,16,417710.786,0.974
863,86,33423.216,0.345
863,1042,362425.82,0.577
863,113,231128.103,0.263
863,344,559406.689,0.154
863,141,248029.249,0.161
864,966,805022.361,0.46
865,1600,365041.651,0.704
865,1483,514694.484,0.308
866,483,889608.267,0.972
866,176,557773.32,0.729
866,1591,990736.362,0.568
867,1718,369620.839,0.362
867,1056,428764.959,0.706
867,1504,356032.05,0.111
867,1303,970799.139,0.061
867,1449,834475.856,0.691
867,486,922446.688,0.458
868,1410,527476.219,0.584
868,1454,699265.988,0.33
868,1807,627000.292,0.936
868,1291,227183.427,0.278
869,701,232486.163,0.849
869,718,717538.69,0.224
869,1527,795551.699,0.679
870,469,659284.665,0.412
870,1140,578670.961,0.488
871,284,678489.428,0.178
871,1175,1395.43,0.511
871,1204,991760.513,0.189
871,1808,652088.015,0.583
871,1337,384225.84,0.728
872,67,618920.674,0.6
872,719,342712.332,0.703
872,846,92057.682,0.285
872,1748,213073.899,0.532
872,771,89501.447,0.24
873,165,177590.321,0.811
873,1632,803918.846,0.561
873,1361,937477.683,0.58
874,1447,119285.295,0.278
874,775,584391.615,0.8
875,893,346899.651,0.319
875,1935,767887.106,0.151
875,469,323129.929,0.444
875,1225,784008.228,0.499
875,1520,301046.042,0.064
875,529,416273.597,0.704
876,1337,285762.474,0.496
876,1983,883470.796,0.807
876,603,165553.82,0.689
876,407,84939.744,0.963
876,335,507580.761,0.527
877,217,531987.05,0.859
877,1076,455151.461,0.567
877,1712,878684.152,0.087
878,1284,59404.24,0.1
878,973,894090.308,0.767
878,116,445252.614,0.687
878,700,918137.024,0.694
878,477,152195.35,0.915
879,883,134277.884,0.954
879,825,955765.669,0.916
879,1217,272076.953,0.806
880,1978,127038.146,0.306
880,989,185837.626,0.258
881,1224,41495.182,0.45
881,1286,209732.711,0.389
881,1595,70931.682,0.263
881,1262,780999.278,0.393
881,1023,381048.532,0.511
881,1621,506126.284,0.821
882,1097,13895.539,0.573
882,1117,949384.193,0.933
882,1509,49231.883,0.096
882,1359,280175.549,0.667
882,1956,566335.336,0.278
882,1717,653456.837,0.086
883,63,690078.87,0.236
883,1911,843460.381,0.682
883,892,363589.759,0.989
883,56,197473.223,0.378
883,1683,142090.076,0.325
883,348,194244.076,0.24
884,1955,179827.973,0.183
884,932,223797.757,0.205
884,772,870502.479,0.934
884,878,241917.762,0.279
885,1106,334261.32,0.876
885,1293,428475.693,0.318
885,1777,906313.098,0.891
885,1681,401298.467,0.646
885,378,337989.957,0.905
885,142,671117.676,0.568
886,483,323867.961,0.146
886,1727,650557.577,0.85
887,284,455939.533,0.355
887,500,683152.964,0.59
887,1835,468119.6,0.752
887,1584,958270.027,0.192
887,1138,996217.042,0.531
888,1051,432678.168,0.53
888,1595,374552.908,0.833
888,377,812071.663,0.6
888,926,366982.579,0.247
888,1437,385494.688,0.316
889,1266,307011.472,0.4
889,1117,824467.917,0.092
890,775,725239.701,0.347
890,696,771867.142,0.281
890,470,330699.285,0.691
890,1477,434508.752,0.346
891,389,150986.504,0.656
891,1657,260279.928,0.17
891,381,112383.932,0.37
892,1725,365436.573,0.755
892,1067,402986.456,0.837
892,303,514426.794,0.364
